atm_id;atm_lat;atm_lon;nearest_malls_name;nearest_malls_dist_m;count_malls_100m;count_malls_300m;count_malls_500m;nearest_supermarkets_name;nearest_supermarkets_dist_m;count_supermarkets_100m;count_supermarkets_300m;count_supermarkets_500m;nearest_pharmacies_hospitals_name;nearest_pharmacies_hospitals_dist_m;count_pharmacies_hospitals_100m;count_pharmacies_hospitals_300m;count_pharmacies_hospitals_500m;count_banks_atms_100m;count_banks_atms_300m;count_banks_atms_500m;competitor_count_total
7901.0;56.081733;86.018342;«Сибирский городок»;170.8;0;1;4;Нет объектов;;0;0;0;Поликлиника №5;100.5;0;1;2;1;1;3;4.0
7902.0;56.852844;53.290317;Азбука ремонта;257.1;0;1;1;Пивко;57.7;4;11;14;24 часа;36.6;2;5;8;2;3;4;5.0
7903.0;57.685753;39.765166;Победа;6.9;1;4;5;Макси;29.0;1;8;17;Здравсити;85.6;1;5;8;3;5;7;8.0
7904.0;62.025052;129.724273;Оптимист;177.0;0;2;2;Три толстяка;218.3;0;1;1;ТвояАптека.рф;295.8;0;1;5;0;0;3;9.0
7905.0;48.478109;135.085436;"ТЦ ""Энергоплаза""";820.9;0;0;0;Винлаб;39.1;1;4;8;Роддом 1;290.9;0;1;1;1;4;7;7.0
7906.0;48.968451;140.283825;Арбуз;123.0;0;1;1;Русская водка;260.3;0;4;7;Не удалось узнать название;212.4;0;3;9;2;4;8;8.0
7907.0;56.475543;84.952697;ПочтальON;389.0;0;0;1;Красное&Белое;286.7;0;2;6;Губернская аптека;348.8;0;0;10;3;8;14;14.0
7908.0;56.358592;41.312235;Либерец;294.5;0;1;1;Пятёрочка;171.2;0;2;4;Столички;63.6;2;5;11;1;2;13;17.0
7909.0;48.592593;44.421646;Нет объектов;;0;0;0;Хищник;278.3;0;1;1;Волгофарм;765.0;0;0;0;0;0;0;0.0
7910.0;50.263492;127.528287;ЦУМ;396.0;0;0;2;Кэш & Кэрри;466.0;0;0;1;Юнилаб;75.6;1;4;10;2;7;15;22.0
7911.0;55.345155;86.117624;ТРК Променад-1;639.5;0;0;0;Мир пива;251.5;0;3;6;Не удалось узнать название;89.4;1;3;5;1;4;4;7.0
7912.0;56.360407;114.835137;Нет объектов;;0;0;0;Нет объектов;;0;0;0;РЖД-Медицина;632.0;0;0;0;1;3;3;3.0
7913.0;48.48266;135.068198;Дом быта;187.5;0;1;2;Раз Два;56.6;1;6;14;Не удалось узнать название;79.3;1;4;9;0;3;11;22.0
7914.0;48.48266;135.068198;Дом быта;187.5;0;1;2;Раз Два;56.6;1;6;14;Не удалось узнать название;79.3;1;4;9;0;3;11;22.0
7915.0;53.767128;87.133232;Бизнес-центр «Сити»;87.0;1;1;3;Ника;323.9;0;0;1;Сбер Еаптека;139.2;0;1;5;1;1;3;3.0
7916.0;43.093913;131.904466;Серп и Молот;70.7;1;3;5;Михайловский;62.0;1;2;4;Юнилаб;105.3;0;3;3;4;7;9;11.0
7917.0;43.093913;131.904466;Серп и Молот;70.7;1;3;5;Михайловский;62.0;1;2;4;Юнилаб;105.3;0;3;3;4;7;9;11.0
7918.0;53.749823;87.111421;Не удалось узнать название;664.4;0;0;0;Кузбасский пищекомбинат;307.1;0;0;1;Профмедосмотр;107.1;0;3;5;0;0;3;7.0
7919.0;56.865353;60.532383;Ханой;510.1;0;0;0;Яблоко;3.3;2;3;10;Фармленд;26.9;1;5;6;1;7;8;8.0
7920.0;58.608902;125.388096;ТЦ Экватор;272.4;0;1;2;Светофор;281.2;0;1;6;Панацея-3;94.8;1;4;5;1;6;13;14.0
7921.0;58.608902;125.388096;ТЦ Экватор;272.4;0;1;2;Светофор;281.2;0;1;6;Панацея-3;94.8;1;4;5;1;6;13;14.0
7922.0;55.619523;37.615596;Южный (вещевой);373.2;0;0;1;Амвей;308.9;0;0;1;Столички;396.2;0;0;2;0;2;11;16.0
7923.0;53.216642;50.256141;Вива Лэнд;634.3;0;0;0;PartsDirect;136.8;0;2;5;Фармленд;309.0;0;0;7;1;2;2;6.0
7924.0;53.216642;50.256141;Вива Лэнд;634.3;0;0;0;PartsDirect;136.8;0;2;5;Фармленд;309.0;0;0;7;1;2;2;6.0
7925.0;51.712061;39.179024;"ТЦ ""Москва""";307.4;0;0;1;Чарка;300.4;0;0;6;Алоэ;304.4;0;0;13;1;2;6;23.0
7926.0;54.713481;55.993591;ТРК Иремель;12.2;1;2;2;Магнит;60.8;1;1;6;Фармленд;42.7;1;6;10;3;5;7;9.0
7927.0;55.709449;37.661042;Roomer;387.8;0;0;2;Красное&Белое;97.9;1;6;17;Солнышко;11.3;3;9;19;5;19;35;34.0
7928.0;55.783078;49.148132;Нет объектов;;0;0;0;Хочу ещё!;60.1;1;5;11;Дар;39.4;1;6;7;2;8;13;19.0
7929.0;57.157949;65.539817;Пассаж;255.0;0;1;3;Ladoga Wine;295.2;0;1;2;Фармленд;349.5;0;0;6;0;4;11;18.0
7930.0;57.157949;65.539817;Пассаж;255.0;0;1;3;Ladoga Wine;295.2;0;1;2;Фармленд;349.5;0;0;6;0;4;11;18.0
7931.0;55.709449;37.661042;Roomer;387.8;0;0;2;Красное&Белое;97.9;1;6;17;Солнышко;11.3;3;9;19;5;19;35;34.0
7932.0;53.23786;50.192091;Апельсин;168.3;0;1;1;Перекресток;150.4;0;3;6;Мать и дитя;13.1;2;6;8;0;3;6;10.0
7933.0;61.776203;34.30861;Сила;208.8;0;1;1;Пятёрочка;659.9;0;0;0;Аптека КФ-43;57.5;2;2;2;2;6;6;7.0
7934.0;55.619523;37.615596;Южный (вещевой);373.2;0;0;1;Амвей;308.9;0;0;1;Столички;396.2;0;0;2;0;2;11;16.0
7935.0;55.860125;49.095877;Восторг;122.5;0;1;1;Магнит;36.9;1;5;12;Аптека низких цен;48.1;1;3;9;1;3;4;10.0
7936.0;53.621997;55.908565;Солнечный;179.6;0;1;1;Монетка;90.7;1;2;3;Витаминка;83.4;1;3;12;2;6;19;20.0
7937.0;53.621997;55.908565;Солнечный;179.6;0;1;1;Монетка;90.7;1;2;3;Витаминка;83.4;1;3;12;2;6;19;20.0
7938.0;52.745087;32.240284;Московский;273.5;0;1;1;Пятёрочка;98.9;1;2;2;ГБУЗ КГССМП (скорая помощь);694.4;0;0;0;0;0;1;3.0
7939.0;52.745087;32.240284;Московский;273.5;0;1;1;Пятёрочка;98.9;1;2;2;ГБУЗ КГССМП (скорая помощь);694.4;0;0;0;0;0;1;3.0
7940.0;43.13292;131.904098;ТЦ Восток;719.5;0;0;0;Реми;106.8;0;2;7;ТвояАптека.рф;92.8;1;6;11;4;6;18;27.0
7941.0;43.13292;131.904098;ТЦ Восток;719.5;0;0;0;Реми;106.8;0;2;7;ТвояАптека.рф;92.8;1;6;11;4;6;18;27.0
7942.0;57.733997;41.002945;ТЦ «Эльдорадо»;3.8;1;1;1;Лига Гранд;46.1;1;6;9;Антей;15.9;1;3;7;2;3;3;5.0
7943.0;57.771835;40.940665;Не удалось узнать название;263.0;0;1;2;Адмиралъ;261.9;0;1;2;Вита Экспресс;475.4;0;0;2;1;1;4;8.0
7944.0;54.764355;32.045242;Zebra Center;457.1;0;0;1;Пятёрочка;29.5;1;1;4;Смоленский областной клинический госпиталь для ветеранов войн;115.3;0;4;8;1;1;4;5.0
7945.0;50.981276;39.504133;"ТЦ ""Корона""";118.9;0;1;2;Пятёрочка;78.8;3;5;11;Будь здоров!;69.0;3;6;12;3;7;15;16.0
7946.0;50.981276;39.504133;"ТЦ ""Корона""";118.9;0;1;2;Пятёрочка;78.8;3;5;11;Будь здоров!;69.0;3;6;12;3;7;15;16.0
7947.0;53.222999;44.91006;175 универсам;174.8;0;1;3;Караван;200.7;0;2;3;Аптека №4;226.6;0;3;8;1;6;7;7.0
7948.0;57.685753;39.765166;Победа;6.9;1;4;5;Макси;29.0;1;8;17;Здравсити;85.6;1;5;8;3;5;7;8.0
7949.0;55.748878;49.207654;Проспект;6.6;1;2;2;Перекрёсток;95.4;1;8;19;Саулык;69.5;1;12;17;6;21;35;44.0
7950.0;48.704511;44.511971;ТРЦ Пирамида;184.5;0;1;1;Best Price;70.9;1;5;6;Вита Экспресс;67.9;3;7;11;2;13;17;22.0
7951.0;48.704511;44.511971;ТРЦ Пирамида;184.5;0;1;1;Best Price;70.9;1;5;6;Вита Экспресс;67.9;3;7;11;2;13;17;22.0
7952.0;55.634984;51.805025;Меркурий;4.2;1;2;2;Пятёрочка;10.1;1;3;9;Вита Центральная;151.4;0;1;4;1;4;13;22.0
7953.0;55.634984;51.805025;Меркурий;4.2;1;2;2;Пятёрочка;10.1;1;3;9;Вита Центральная;151.4;0;1;4;1;4;13;22.0
7954.0;53.202529;44.996226;Не удалось узнать название;110.7;0;2;2;Крепость;36.3;2;7;8;Не удалось узнать название;22.6;3;8;14;4;15;16;16.0
7955.0;53.202529;44.996226;Не удалось узнать название;110.7;0;2;2;Крепость;36.3;2;7;8;Не удалось узнать название;22.6;3;8;14;4;15;16;16.0
7956.0;53.757217;87.145727;Глобус;338.9;0;0;2;Торговый центр;315.3;0;0;3;Здоровье;319.8;0;0;2;4;7;8;10.0
7957.0;53.757217;87.145727;Глобус;338.9;0;0;2;Торговый центр;315.3;0;0;3;Здоровье;319.8;0;0;2;4;7;8;10.0
7958.0;55.707365;37.57775;ТРЦ «Гагаринский»;903.7;0;0;0;Азбука Вкуса;25.8;2;4;6;Да здоров ;33.0;1;5;5;2;2;4;14.0
7959.0;53.218249;50.64707;Кинель;2.3;1;2;6;Пятёрочка;22.7;2;2;6;Вита Экспресс;117.7;0;2;3;2;2;4;5.0
7960.0;54.984987;82.871876;Меркурий;822.3;0;0;0;Не удалось узнать название;683.5;0;0;0;Не удалось узнать название;280.8;0;1;11;0;1;7;10.0
7961.0;53.72137;91.4474;ТЦ Саяны;654.5;0;0;0;Бристоль;375.7;0;0;5;Дешевая Аптека;477.0;0;0;3;0;1;12;12.0
7962.0;48.704511;44.511971;ТРЦ Пирамида;184.5;0;1;1;Best Price;70.9;1;5;6;Вита Экспресс;67.9;3;7;11;2;13;17;22.0
7963.0;57.98165;56.196493;Новая Столица;573.5;0;0;0;Супер Лента;153.2;0;6;10;Лайт;113.1;0;3;8;2;4;4;8.0
7964.0;62.025052;129.724273;Оптимист;177.0;0;2;2;Три толстяка;218.3;0;1;1;ТвояАптека.рф;295.8;0;1;5;0;0;3;9.0
7965.0;55.343932;86.064991;ТЦ «Кузнецкий»;258.6;0;1;1;Калина-Малина;89.5;1;1;2;Фармакопейка;111.6;0;3;4;0;0;0;1.0
7966.0;55.910876;37.396093;МЕГА Химки;132.5;0;1;1;SimpleWine;18.7;1;3;8;36,6;81.7;1;5;10;4;10;14;14.0
7967.0;68.914119;33.095687;МФК «Северное Нагорное»;5.1;1;1;1;Сити Гурмэ;60.1;1;1;6;Горздрав;27.3;2;4;7;4;8;9;10.0
7968.0;56.009346;92.839268;Нет объектов;;0;0;0;Красный Яр;27.8;1;3;7;Губернские аптеки;144.6;0;3;8;5;10;14;17.0
7969.0;54.943364;73.383636;ТК «Октябрь»;317.2;0;0;4;Красное&Белое;105.4;0;3;6;Для вас;24.8;2;6;23;3;10;15;19.0
7970.0;53.371091;83.750976;Норд-Вест;98.1;1;2;2;Норд-Вест;94.9;1;2;2;Фармия;110.8;0;2;4;1;3;5;6.0
7971.0;53.371091;83.750976;Норд-Вест;98.1;1;2;2;Норд-Вест;94.9;1;2;2;Фармия;110.8;0;2;4;1;3;5;6.0
7972.0;53.557893;83.838086;Не удалось узнать название;13.4;1;2;2;Ёрш;13.3;2;3;3;Губернский Лекарь;159.1;0;4;4;1;5;5;5.0
7973.0;47.249623;39.718777;ТЦ Сити Галерея;609.3;0;0;0;Магнит;320.8;0;0;3;Евродон;89.8;1;2;5;0;1;3;8.0
7974.0;56.008334;37.851467;Вит;50.9;1;1;2;Верный;156.0;0;3;8;Престижная аптека;165.9;0;3;13;3;5;10;16.0
7975.0;57.685753;39.765166;Победа;6.9;1;4;5;Макси;29.0;1;8;17;Здравсити;85.6;1;5;8;3;5;7;8.0
7976.0;55.722593;37.5584;Нет объектов;;0;0;0;Лента;174.0;0;1;2;Lazer Jazz;26.1;1;3;11;1;6;6;6.0
7977.0;54.512147;36.262311;ТЦ «Шелли»;137.1;0;4;6;Пятёрочка;88.2;1;8;20;Алоэ;83.3;1;10;21;1;12;28;40.0
7978.0;53.557893;83.838086;Не удалось узнать название;13.4;1;2;2;Ёрш;13.3;2;3;3;Губернский Лекарь;159.1;0;4;4;1;5;5;5.0
7979.0;53.367911;83.705018;Универсам;208.0;0;1;1;Мария-Ра;235.1;0;1;3;Алтайский краевой кардиологический диспансер;133.0;0;5;7;1;1;2;2.0
7980.0;53.367911;83.705018;Универсам;208.0;0;1;1;Мария-Ра;235.1;0;1;3;Алтайский краевой кардиологический диспансер;133.0;0;5;7;1;1;2;2.0
7981.0;53.367911;83.705018;Универсам;208.0;0;1;1;Мария-Ра;235.1;0;1;3;Алтайский краевой кардиологический диспансер;133.0;0;5;7;1;1;2;2.0
7982.0;56.117;47.258984;Нет объектов;;0;0;0;Магнит;228.1;0;1;3;Здоровье семьи;180.9;0;3;6;1;5;6;9.0
7983.0;60.008189;30.25737;ТК Орион;290.1;0;1;3;Красное&Белое;82.9;1;6;23;Столички;21.1;3;17;25;10;29;40;55.0
7984.0;56.024788;92.784515;Торговый Квартал на Свободном;792.2;0;0;0;Красный Яр;132.9;0;3;6;Витамед;256.0;0;1;2;3;8;8;9.0
7985.0;48.704511;44.511971;ТРЦ Пирамида;184.5;0;1;1;Best Price;70.9;1;5;6;Вита Экспресс;67.9;3;7;11;2;13;17;22.0
7986.0;54.943364;73.383636;ТК «Октябрь»;317.2;0;0;4;Красное&Белое;105.4;0;3;6;Для вас;24.8;2;6;23;3;10;15;19.0
7987.0;55.3555;86.088249;Нет объектов;;0;0;0;Калина-Малина (фермерские продукты из сибири);248.4;0;1;2;Аптека №1;114.2;0;2;6;1;1;4;10.0
7988.0;53.222999;44.91006;175 универсам;174.8;0;1;3;Караван;200.7;0;2;3;Аптека №4;226.6;0;3;8;1;6;7;7.0
7989.0;57.982132;56.195469;Новая Столица;565.7;0;0;0;Пятёрочка;157.1;0;6;9;Краевая клиническая наркологическая больница;89.6;1;3;7;0;4;4;7.0
7990.0;59.642199;56.758794;"Бизнес центр ""Пять звёзд""";4.9;1;1;2;Пятёрочка;4.8;1;4;6;ЦРБ (центральная районная больница);166.6;0;2;3;1;1;2;3.0
7991.0;58.01456;56.250742;Привилегия;65.8;1;1;1;Норман;124.5;0;6;13;Не удалось узнать название;107.4;0;10;19;2;6;10;20.0
7992.0;54.985163;73.393122;Новатор;201.9;0;1;2;Градус %;107.5;0;2;3;АртМед;46.4;2;7;20;3;5;12;15.0
7993.0;47.416498;40.106031;"ТЦ ""Арбат""";609.0;0;0;0;Магнит;313.6;0;0;2;Не удалось узнать название;98.6;1;2;7;1;1;3;18.0
7994.0;56.010709;92.841127;Квант;999.7;0;0;0;Русский Разгуляйка;60.4;1;2;6;Городская поликлиника №7;127.4;0;5;10;2;10;16;17.0
7995.0;47.416498;40.106031;"ТЦ ""Арбат""";609.0;0;0;0;Магнит;313.6;0;0;2;Не удалось узнать название;98.6;1;2;7;1;1;3;18.0
7996.0;50.58909;137.059871;Победа;153.0;0;1;4;Винлаб;87.0;1;7;9;1-я Аптека;50.7;3;5;5;4;7;7;7.0
7997.0;53.202529;44.996226;Не удалось узнать название;110.7;0;2;2;Крепость;36.3;2;7;8;Не удалось узнать название;22.6;3;8;14;4;15;16;16.0
7998.0;53.413921;83.928878;"Торговый центр ""Park""";162.1;0;1;2;Торговый павильон;105.6;0;2;3;Моя аптека;466.3;0;0;1;1;2;6;7.0
7999.0;48.968451;140.283825;Арбуз;123.0;0;1;1;Русская водка;260.3;0;4;7;Не удалось узнать название;212.4;0;3;9;2;4;8;8.0
8000.0;50.920844;128.464071;Ярмарка;395.2;0;0;1;Винлаб;9.5;1;1;4;ТвояАптека.рф;160.0;0;2;5;2;6;9;10.0
8001.0;51.775455;55.1084;на Аксакова;380.8;0;0;1;Пятёрочка;215.2;0;1;3;ГАУЗ ГКБ № 3 Поликлиника № 6;187.7;0;3;6;2;7;12;14.0
8002.0;54.18542;45.186858;Версаль;138.2;0;3;3;Магнит;162.8;0;6;10;Не удалось узнать название;110.5;0;3;13;2;9;19;31.0
8003.0;56.165885;40.46525;"ТЦ ""Алмаз""";665.9;0;0;0;Магнит;224.2;0;3;15;Не удалось узнать название;177.1;0;3;13;2;4;12;15.0
8004.0;59.22302;39.877707;ЦУМ;513.5;0;0;0;Магнит;484.5;0;0;2;Госпиталь ветеранов войн;191.8;0;2;6;1;1;2;12.0
8005.0;59.22302;39.877707;ЦУМ;513.5;0;0;0;Магнит;484.5;0;0;2;Госпиталь ветеранов войн;191.8;0;2;6;1;1;2;12.0
8007.0;48.478109;135.085436;"ТЦ ""Энергоплаза""";820.9;0;0;0;Винлаб;39.1;1;4;8;Роддом 1;290.9;0;1;1;1;4;7;7.0
8008.0;59.644136;33.507618;Мебельный центр Московский;274.1;0;1;3;Дикси;117.4;0;1;6;Невис;422.9;0;0;2;0;1;3;3.0
8009.0;56.039052;92.916756;Арбат;2.3;1;1;2;Колодец;187.6;0;4;9;Губернские аптеки;178.3;0;2;5;1;5;12;20.0
8010.0;56.039052;92.916756;Арбат;2.3;1;1;2;Колодец;187.6;0;4;9;Губернские аптеки;178.3;0;2;5;1;5;12;20.0
8011.0;56.039052;92.916756;Арбат;2.3;1;1;2;Колодец;187.6;0;4;9;Губернские аптеки;178.3;0;2;5;1;5;12;20.0
8012.0;51.654757;39.189444;ПАССАЖ Солнечный Рай;129.3;0;2;3;Перекрёсток;150.3;0;3;8;Воронежская городская поликлиника №10;98.3;1;16;24;5;22;33;48.0
8013.0;51.654757;39.189444;ПАССАЖ Солнечный Рай;129.3;0;2;3;Перекрёсток;150.3;0;3;8;Воронежская городская поликлиника №10;98.3;1;16;24;5;22;33;48.0
8014.0;51.654757;39.189444;ПАССАЖ Солнечный Рай;129.3;0;2;3;Перекрёсток;150.3;0;3;8;Воронежская городская поликлиника №10;98.3;1;16;24;5;22;33;48.0
8015.0;51.654757;39.189444;ПАССАЖ Солнечный Рай;129.3;0;2;3;Перекрёсток;150.3;0;3;8;Воронежская городская поликлиника №10;98.3;1;16;24;5;22;33;48.0
8016.0;50.596718;36.592181;Славянский;847.4;0;0;0;Перекресток;367.6;0;0;3;Городская детская больница. Детская городская поликлиника № 1;190.1;0;1;3;1;10;16;29.0
8017.0;45.038324;38.989435;Вещевая ярмарка;764.1;0;0;0;На Садовой;330.1;0;0;3;Противотуберкулезный диспансер;167.6;0;2;6;6;12;20;22.0
8018.0;55.670021;37.55248;Торговый центр «Черемушки»;11.8;1;2;2;Виктория;53.5;1;8;11;Горздрав;34.2;2;5;10;7;17;19;19.0
8019.0;54.202772;37.641926;Не удалось узнать название;112.5;0;2;4;Красное&Белое;95.3;2;5;9;Максавит;15.6;2;3;12;2;3;5;8.0
8020.0;57.626251;39.88934;Европа;360.2;0;0;6;Бристоль;235.9;0;1;9;Столички;160.3;0;5;11;1;9;24;25.0
8021.0;56.118033;40.363066;"ТЦ ""Проспект""";256.8;0;1;2;Чижик;26.8;1;6;18;Вита Экспресс;165.3;0;6;13;2;8;12;20.0
8022.0;48.814849;44.624243;Дом быта;945.0;0;0;0;Магнит;102.6;0;4;12;Детская поликлиника;150.1;0;1;3;2;4;5;7.0
8023.0;54.202772;37.641926;Не удалось узнать название;112.5;0;2;4;Красное&Белое;95.3;2;5;9;Максавит;15.6;2;3;12;2;3;5;8.0
8024.0;52.941027;36.050389;Нет объектов;;0;0;0;Пятёрочка;194.5;0;3;4;Еаптека;30.9;1;3;3;2;2;2;2.0
8025.0;55.142813;61.442439;ТК «MIX»;178.8;0;1;1;Красное&Белое;133.5;0;6;14;Фармленд;104.6;0;6;16;2;5;7;9.0
8026.0;54.77494;32.044568;"Торговый центр ""Гамаюн""";83.1;1;1;3;СКА-Банк;139.8;0;1;8;Не удалось узнать название;75.0;1;6;16;2;8;16;18.0
8027.0;52.026964;113.515359;"ТЦ ""Караван""";345.0;0;0;1;Привоз;333.8;0;0;5;Не удалось узнать название;218.6;0;1;9;2;4;13;13.0
8028.0;59.955728;30.356526;Нет объектов;;0;0;0;табак;115.7;0;6;6;Алоэ;10.0;3;14;24;8;14;21;21.0
8029.0;56.008334;37.851467;Вит;50.9;1;1;2;Верный;156.0;0;3;8;Престижная аптека;165.9;0;3;13;3;5;10;16.0
8030.0;45.038324;38.989435;Вещевая ярмарка;764.1;0;0;0;На Садовой;330.1;0;0;3;Противотуберкулезный диспансер;167.6;0;2;6;6;12;20;22.0
8031.0;57.761221;40.953313;Не удалось узнать название;785.8;0;0;0;Пивной погреб;50.4;1;4;8;Аптека Губернская;71.2;1;4;9;2;4;6;6.0
8032.0;50.981276;39.504133;"ТЦ ""Корона""";118.9;0;1;2;Пятёрочка;78.8;3;5;11;Будь здоров!;69.0;3;6;12;3;7;15;16.0
8033.0;55.116892;61.60242;Орион;217.4;0;1;1;Хмельная Чарка;51.9;2;3;10;Альтфарм;105.1;0;1;2;2;5;5;12.0
8034.0;55.116892;61.60242;Орион;217.4;0;1;1;Хмельная Чарка;51.9;2;3;10;Альтфарм;105.1;0;1;2;2;5;5;12.0
8035.0;52.254771;104.232708;Нет объектов;;0;0;0;Бристоль;65.9;1;6;7;Юнилаб;113.0;0;3;4;0;2;2;2.0
8036.0;56.009346;92.839268;Нет объектов;;0;0;0;Красный Яр;27.8;1;3;7;Губернские аптеки;144.6;0;3;8;5;10;14;17.0
8037.0;54.964266;82.936294;Мега;3.5;1;1;1;Ашан;72.8;1;1;1;Поликлиника №21;660.3;0;0;0;2;2;2;2.0
8038.0;47.216294;38.918243;Мультицентр;0.4;1;1;3;Пятёрочка;12.8;2;5;13;Городская поликлиника № 2 филиал № 4;321.8;0;0;10;1;2;6;12.0
8039.0;56.892635;60.612485;Victory Mall;423.7;0;0;2;Пив&ко;134.6;0;6;13;Доктор Плюс;32.5;1;5;10;3;11;19;28.0
8040.0;45.033521;42.019102;Софи;3.5;1;2;2;Закрома;22.9;3;4;9;городская аптека;62.0;1;3;5;1;2;2;2.0
8041.0;48.435733;135.104948;Подсолнух;156.1;0;4;4;Винлаб;218.0;0;1;7;Академия здоровья;278.4;0;1;4;0;0;0;1.0
8042.0;48.435733;135.104948;Подсолнух;156.1;0;4;4;Винлаб;218.0;0;1;7;Академия здоровья;278.4;0;1;4;0;0;0;1.0
8043.0;48.435733;135.104948;Подсолнух;156.1;0;4;4;Винлаб;218.0;0;1;7;Академия здоровья;278.4;0;1;4;0;0;0;1.0
8044.0;47.25843;39.722568;Ашан Сити Горизонт;8.2;1;5;7;SimpleWine;222.6;0;1;3;Ригла;306.5;0;0;7;0;1;5;6.0
8045.0;55.345155;86.117624;ТРК Променад-1;639.5;0;0;0;Мир пива;251.5;0;3;6;Не удалось узнать название;89.4;1;3;5;1;4;4;7.0
8046.0;45.06468;41.931489;Триумф;59.2;1;1;1;Перекресток;81.7;1;3;7;Первая Аптека;122.7;0;2;4;1;1;4;9.0
8047.0;56.098647;47.285241;Овас;244.7;0;1;1;Eurospar;49.0;1;4;6;21 Плюс;81.3;2;5;9;5;5;6;6.0
8048.0;56.118791;47.183615;Агап;424.3;0;0;1;Spar;50.8;1;8;12;Магия;23.8;2;5;8;2;4;5;5.0
8049.0;56.484004;84.948466;Big City;4.2;1;1;1;Мария Ра;113.3;0;2;4;Детская городская больница N 2 поликлиника № 5;74.3;1;5;6;1;5;6;8.0
8050.0;58.012262;56.278761;ТЦ Метелица;543.7;0;0;0;Пятёрочка;240.0;0;1;7;Лекса;275.7;0;3;6;1;4;7;7.0
8051.0;46.41006;47.986448;ТРЦ `Гранд Ривер`;340.7;0;0;1;Городок;53.3;2;2;3;Вита Экспресс;114.5;0;1;2;0;0;0;0.0
8052.0;53.887162;86.748528;ТЦ Вертикаль;613.4;0;0;0;ТЦ Романтик;425.4;0;0;1;Экона;403.0;0;0;1;1;1;2;4.0
8053.0;53.887162;86.748528;ТЦ Вертикаль;613.4;0;0;0;ТЦ Романтик;425.4;0;0;1;Экона;403.0;0;0;1;1;1;2;4.0
8054.0;55.037252;82.976251;ТЦ Золотая нива;140.4;0;4;4;Пятёрочка;29.4;1;3;9;АптекаПлюс;25.2;1;7;11;2;7;9;12.0
8055.0;55.037252;82.976251;ТЦ Золотая нива;140.4;0;4;4;Пятёрочка;29.4;1;3;9;АптекаПлюс;25.2;1;7;11;2;7;9;12.0
8056.0;55.037252;82.976251;ТЦ Золотая нива;140.4;0;4;4;Пятёрочка;29.4;1;3;9;АптекаПлюс;25.2;1;7;11;2;7;9;12.0
8057.0;55.037252;82.976251;ТЦ Золотая нива;140.4;0;4;4;Пятёрочка;29.4;1;3;9;АптекаПлюс;25.2;1;7;11;2;7;9;12.0
8058.0;55.766045;37.638081;Неглинная Галерея;991.5;0;0;0;Ароматный мир;83.6;1;6;13;Доктор Пластик;73.3;2;9;27;2;11;21;46.0
8059.5;55.888669;37.433669;"Торговый центр ""Лига""";11.5;1;1;2;Перекрёсток;22.4;1;2;6;ФармАСС;190.2;0;1;10;2;2;9;14.0
8061.0;52.048122;113.50325;Аврора;1.5;1;1;4;Спутник;21.5;1;2;4;Не удалось узнать название;110.8;0;2;3;1;3;7;8.0
8062.5;55.888669;37.433669;"Торговый центр ""Лига""";11.5;1;1;2;Перекрёсток;22.4;1;2;6;ФармАСС;190.2;0;1;10;2;2;9;14.0
8064.0;55.766045;37.638081;Неглинная Галерея;991.5;0;0;0;Ароматный мир;83.6;1;6;13;Доктор Пластик;73.3;2;9;27;2;11;21;46.0
8065.0;53.508452;49.431703;Апельсин;848.4;0;0;0;Пятёрочка;140.2;0;4;6;Не удалось узнать название;216.2;0;4;7;6;6;11;12.0
8066.0;53.508452;49.431703;Апельсин;848.4;0;0;0;Пятёрочка;140.2;0;4;6;Не удалось узнать название;216.2;0;4;7;6;6;11;12.0
8067.0;53.508452;49.431703;Апельсин;848.4;0;0;0;Пятёрочка;140.2;0;4;6;Не удалось узнать название;216.2;0;4;7;6;6;11;12.0
8068.0;53.508452;49.431703;Апельсин;848.4;0;0;0;Пятёрочка;140.2;0;4;6;Не удалось узнать название;216.2;0;4;7;6;6;11;12.0
8069.0;52.034694;113.496818;Festival;419.7;0;0;2;Континент;257.5;0;1;2;Не удалось узнать название;32.3;3;8;15;1;11;23;32.0
8070.0;48.776219;44.773794;"ТРК ""Планеталето""";7.8;1;3;3;Перекресток;27.2;2;5;7;Вита Экспресс;0.0;1;4;7;0;5;6;6.0
8071.0;43.169305;131.921687;Бум;378.2;0;0;1;Винлаб;61.5;1;6;8;Не удалось узнать название;77.1;2;8;12;7;15;17;17.0
8072.0;52.47595;44.218007;"""Берёзка""";9.1;1;2;2;Пятёрочка;14.2;2;7;9;Не удалось узнать название;23.2;4;5;5;0;0;0;0.0
8073.0;52.976878;158.692021;Нет объектов;;0;0;0;ТЦ Шамса;0.5;1;2;3;Наша Аптека;181.4;0;1;1;0;0;0;1.0
8074.0;55.885499;37.604682;"Торговый центр ""Александр Лэнд""";156.2;0;4;4;Ароматный мир;120.4;0;5;11;Столички;109.7;0;12;16;1;8;9;9.0
8075.0;55.885499;37.604682;"Торговый центр ""Александр Лэнд""";156.2;0;4;4;Ароматный мир;120.4;0;5;11;Столички;109.7;0;12;16;1;8;9;9.0
8076.0;55.885499;37.604682;"Торговый центр ""Александр Лэнд""";156.2;0;4;4;Ароматный мир;120.4;0;5;11;Столички;109.7;0;12;16;1;8;9;9.0
