id,nearest_cafes_name,nearest_cafes_dist_m,count_cafes_100m,count_cafes_300m,count_cafes_500m,nearest_restaurants_name,nearest_restaurants_dist_m,count_restaurants_100m,count_restaurants_300m,count_restaurants_500m,nearest_public_transport_name,nearest_public_transport_dist_m,count_public_transport_100m,count_public_transport_300m,count_public_transport_500m,nearest_parking_name,nearest_parking_dist_m,count_parking_100m,count_parking_300m,count_parking_500m
8103.0,Горняк,204.4,0,2,4,DiMarko,320.4,0,0,1,Дворец спорта,162.4,0,3,5,Не удалось узнать название,57.3,2,6,11
8104.0,Юла,89.8,1,1,1,Пирожки,631.0,0,0,0,Калининская,41.1,1,2,3,Не удалось узнать название,49.0,2,6,12
8105.0,Сказка,60.3,2,3,5,Восточный каприз,342.9,0,0,1,Чароит,97.2,1,5,7,Не удалось узнать название,65.5,1,3,5
8106.0,Ноев ковчег,135.9,0,1,2,Не удалось узнать название,134.3,0,1,4,"Магазин ""Факел""",65.6,2,3,10,Не удалось узнать название,36.2,4,13,25
8107.0,Столовая,313.8,0,0,3,Место встречи,203.3,0,1,2,Гагарина,269.1,0,2,2,Не удалось узнать название,116.7,0,2,3
8108.0,Столовая,313.8,0,0,3,Место встречи,203.3,0,1,2,Гагарина,269.1,0,2,2,Не удалось узнать название,116.7,0,2,3
8109.0,Дон Ченто,33.5,1,2,2,Ростерхит,74.9,1,1,2,улица Ульяны Громовой,106.1,0,4,16,Не удалось узнать название,23.7,3,24,75
8110.0,Съем слона,44.1,1,1,1,Старая Прага,411.6,0,0,3,Возрождение кредит,22.6,6,12,32,Не удалось узнать название,55.8,1,4,18
8111.0,Съем слона,44.1,1,1,1,Старая Прага,411.6,0,0,3,Возрождение кредит,22.6,6,12,32,Не удалось узнать название,55.8,1,4,18
8112.0,Съем слона,44.1,1,1,1,Старая Прага,411.6,0,0,3,Возрождение кредит,22.6,6,12,32,Не удалось узнать название,55.8,1,4,18
8113.0,Mama`s,699.5,0,0,0,Мир Суши,169.4,0,2,4,Цирк,189.5,0,5,16,Не удалось узнать название,20.3,7,23,68
8114.0,Кафе в Парке,621.9,0,0,0,San Sushi Sendo,524.0,0,0,0,ЦРБ,163.9,0,2,2,Не удалось узнать название,216.9,0,1,1
8115.0,Кафе в Парке,621.9,0,0,0,San Sushi Sendo,524.0,0,0,0,ЦРБ,163.9,0,2,2,Не удалось узнать название,216.9,0,1,1
8116.0,Сытый Федот,285.2,0,1,5,BUffET,36.5,1,6,16,Площадь им. Ленина,226.3,0,8,22,Не удалось узнать название,23.9,2,6,8
8118.0,Чилли Вилли,83.7,1,6,12,Горячее питание,88.6,1,7,7,Магазин Мысль,23.8,2,6,15,Не удалось узнать название,95.7,2,6,14
8120.0,Сластория,424.3,0,0,2,Суши WOK,349.1,0,0,3,площадь Егорова,172.9,0,1,5,Не удалось узнать название,273.7,0,1,8
8121.0,Сластория,424.3,0,0,2,Суши WOK,349.1,0,0,3,площадь Егорова,172.9,0,1,5,Не удалось узнать название,273.7,0,1,8
8122.0,Сливки,60.3,1,5,42,Заверните!,42.8,3,6,29,Не удалось узнать название,343.8,0,0,25,Не удалось узнать название,59.7,4,14,43
8123.0,Сливки,60.3,1,5,42,Заверните!,42.8,3,6,29,Не удалось узнать название,343.8,0,0,25,Не удалось узнать название,59.7,4,14,43
8124.0,Сливки,60.3,1,5,42,Заверните!,42.8,3,6,29,Не удалось узнать название,343.8,0,0,25,Не удалось узнать название,59.7,4,14,43
8125.0,Каприз,63.8,1,7,23,Буфетъ,122.2,0,2,9,Педагогический сквер,32.0,2,6,15,Не удалось узнать название,126.5,0,1,3
8126.0,Жар-птица,63.9,2,2,3,Вкусная шаурма,136.3,0,3,3,Привокзальная площадь,20.9,9,11,14,Не удалось узнать название,70.5,1,8,20
8127.0,Шавиньоль,92.0,4,7,8,Coffee Like,215.1,0,2,8,45-я параллель (ул. 50 лет ВЛКСМ),45.5,2,6,11,Не удалось узнать название,22.4,4,27,44
8128.0,Мархамат,145.7,0,1,4,Дон-Ченто,27.8,1,1,1,Оптовый рынок,185.1,0,8,16,Не удалось узнать название,90.0,1,3,20
8129.0,Заповедное,322.6,0,0,2,Rostic's,67.4,3,6,9,Торговый квартал,203.0,0,4,16,Не удалось узнать название,127.8,0,7,19
8130.0,Вкусно есть,306.3,0,0,5,Бутер Бро,113.9,0,3,8,Билибина,105.9,0,3,10,Не удалось узнать название,141.6,0,5,22
8131.0,Вкусно есть,306.3,0,0,5,Бутер Бро,113.9,0,3,8,Билибина,105.9,0,3,10,Не удалось узнать название,141.6,0,5,22
8132.0,Вкусно есть,306.3,0,0,5,Бутер Бро,113.9,0,3,8,Билибина,105.9,0,3,10,Не удалось узнать название,141.6,0,5,22
8133.0,Вкусно есть,306.3,0,0,5,Бутер Бро,113.9,0,3,8,Билибина,105.9,0,3,10,Не удалось узнать название,141.6,0,5,22
8134.0,Не удалось узнать название,115.5,0,5,15,Casa Mia,116.4,0,3,15,Дворец спорта «Орлёнок»,37.4,6,15,32,Не удалось узнать название,52.6,2,10,37
8135.0,Не удалось узнать название,115.5,0,5,15,Casa Mia,116.4,0,3,15,Дворец спорта «Орлёнок»,37.4,6,15,32,Не удалось узнать название,52.6,2,10,37
8137.0,Наша кухня,76.1,1,2,10,Дыхание вока,248.7,0,1,9,Енисейская улица,275.0,0,4,24,Не удалось узнать название,51.0,1,19,47
8139.0,Ницца,137.0,0,3,5,Coffee Like,484.2,0,0,4,Махачкала,21.5,5,7,8,Не удалось узнать название,30.1,1,1,3
8141.0,Кружка,113.4,0,5,11,Чебурекус,94.1,1,5,9,Рынок,115.7,0,8,16,Не удалось узнать название,188.1,0,3,3
8142.0,Шоколадница,181.6,0,1,2,Eazzy Pizza & Gelato,174.4,0,5,8,Метро «Парк Победы»,163.9,0,17,28,Не удалось узнать название,138.1,0,2,6
8143.0,Мак кафе,101.9,0,8,26,Не удалось узнать название,51.9,3,10,25,Багратионовский проезд,87.9,2,16,24,Не удалось узнать название,87.0,1,6,15
8144.0,Шоколадница,181.6,0,1,2,Eazzy Pizza & Gelato,174.4,0,5,8,Метро «Парк Победы»,163.9,0,17,28,Не удалось узнать название,138.1,0,2,6
8145.0,Мак кафе,101.9,0,8,26,Не удалось узнать название,51.9,3,10,25,Багратионовский проезд,87.9,2,16,24,Не удалось узнать название,87.0,1,6,15
8146.0,Мак кафе,101.9,0,8,26,Не удалось узнать название,51.9,3,10,25,Багратионовский проезд,87.9,2,16,24,Не удалось узнать название,87.0,1,6,15
8148.0,Аль-шам,385.3,0,0,2,Rostic's,76.5,1,2,2,"бульвар Трудящихся, 15",128.8,0,4,18,Не удалось узнать название,86.2,1,6,19
8149.0,Тести Пицца,86.5,1,1,2,Европейский,31.0,2,2,3,Площадь Героев Курской битвы,93.3,1,3,10,Не удалось узнать название,9.6,1,4,14
8150.0,Жемчуг,296.1,0,1,1,Шаурма,545.8,0,0,0,"Магазин ""Полёт""",176.9,0,2,5,Не удалось узнать название,9.9,1,3,3
8151.0,У Пожарского в Торжке,107.5,0,1,5,Додо Пицца,246.3,0,1,3,Не удалось узнать название,44.8,1,3,9,Не удалось узнать название,82.6,1,4,6
8153.0,ЧаКу,219.5,0,1,7,Pepper's Pizza,426.0,0,0,3,Больница №5,176.8,0,3,14,Не удалось узнать название,70.6,2,8,17
8155.0,Coffee Like,20.7,1,7,18,Марше,23.8,1,4,6,Драмтеатр имени А.С. Пушкина,71.7,1,6,9,Не удалось узнать название,51.5,3,12,25
8156.0,Мимино,464.9,0,0,1,Мимино,463.2,0,0,1,Музей Крылова,166.8,0,4,12,Не удалось узнать название,373.1,0,0,6
8157.0,Томато пиццерия,627.6,0,0,0,Разгуляй,373.2,0,0,1,Улица Карпинского,64.0,4,6,16,Не удалось узнать название,106.4,0,7,16
8161.0,Бисквит,57.8,1,3,4,Coffee Like,0.0,3,6,6,гостиница «Вологда»,73.9,2,4,11,Не удалось узнать название,21.3,2,6,14
8163.0,УльМар,514.9,0,0,0,One Price Coffee,397.4,0,0,1,"Гипермаркет ""Лента""",142.2,0,1,1,Не удалось узнать название,67.0,1,11,37
8164.0,Сицилия,189.8,0,2,3,Бургер Кинг,231.9,0,1,1,Не удалось узнать название,75.2,2,4,6,Не удалось узнать название,30.3,1,8,13
8165.0,Столовая,333.5,0,0,2,Робин Сдобин,370.6,0,0,2,Хладокомбинат №4,104.0,0,4,10,Не удалось узнать название,184.3,0,2,2
8169.0,Старбакс,31.9,6,6,7,Sbarro,35.2,13,14,14,ТЦ «Мега»,158.0,0,8,16,Не удалось узнать название,220.7,0,6,13
8170.0,Рэд Кэт,204.6,0,1,2,Автосуши Автопицца,147.4,0,2,2,Полетаевский рынок,32.6,2,13,20,Не удалось узнать название,65.1,2,10,18
8171.0,Самурай,697.4,0,0,0,Донер,496.9,0,0,1,Тула-Вяземская,309.9,0,0,7,Не удалось узнать название,100.8,0,2,4
8175.0,Штолле,432.1,0,0,3,Блин Сметаныч,40.9,4,5,8,"ТРК ""Карнавал""",119.0,0,7,14,Не удалось узнать название,139.8,0,5,18
8177.0,Кофе 18+,280.1,0,2,4,Mi ami,25.6,1,1,6,улица Блюхера,51.8,3,9,23,Не удалось узнать название,68.7,2,19,29
8178.0,СОЙКА,249.4,0,3,3,Онегин,110.6,0,2,4,пл. Ленина,39.3,1,1,6,Не удалось узнать название,324.3,0,0,1
8179.0,Экспресс,80.9,1,5,8,Не удалось узнать название,503.4,0,0,0,Кандалакша,32.3,6,8,16,Не удалось узнать название,66.5,1,4,11
8180.0,Кавказская кухня,207.4,0,2,3,Столовая,305.3,0,0,3,Рыбинск-Пассажирский,57.4,1,9,13,Не удалось узнать название,31.4,1,7,10
8181.0,Cinnabon,47.5,2,4,4,Суши-Маркет,95.8,1,13,13,Сити-парк Град,160.7,0,8,10,Не удалось узнать название,361.7,0,0,3
8182.0,Шоколадница,143.1,0,3,6,Русский Аппетит,38.2,1,15,18,"Гипермаркет ""Линия""",18.6,4,14,14,Не удалось узнать название,74.0,1,7,16
8183.0,Мидийное место,21.8,2,7,15,KFC,135.4,0,4,9,Попова,169.1,0,4,11,Не удалось узнать название,78.4,1,4,20
8184.0,Кулинария Винегрет,99.6,1,2,2,Бургерная,124.6,0,4,4,Больница,105.7,0,4,18,Не удалось узнать название,22.9,6,11,15
8185.0,Кулинария Винегрет,99.6,1,2,2,Бургерная,124.6,0,4,4,Больница,105.7,0,4,18,Не удалось узнать название,22.9,6,11,15
8186.0,Асеновград,67.3,1,3,7,Сеньор Денёр,30.1,1,4,6,пр-т Алексея Угарова,113.6,0,6,14,Не удалось узнать название,99.8,1,16,32
8187.0,Не удалось узнать название,250.4,0,1,4,Не удалось узнать название,24.6,1,2,3,Детский мир,24.4,2,5,8,Не удалось узнать название,169.2,0,3,7
8188.0,Столовая,265.3,0,3,3,Якитория,131.9,0,2,3,ПТУ им.Гагарина,74.6,1,2,9,Не удалось узнать название,28.6,1,4,16
8189.0,Баскин Роббинс,73.6,1,3,3,Центральный,133.5,0,4,8,Гастроном,150.1,0,4,12,Не удалось узнать название,80.5,2,6,13
8190.0,Баскин Роббинс,73.6,1,3,3,Центральный,133.5,0,4,8,Гастроном,150.1,0,4,12,Не удалось узнать название,80.5,2,6,13
8191.0,Не удалось узнать название,66.3,1,1,2,Dolce Look,54.8,5,9,10,Универмаг,123.0,0,14,14,Не удалось узнать название,102.1,0,5,15
8192.0,Механика кофе,141.0,0,1,2,Додо Пицца,206.6,0,3,7,Почта(в стор. Ульянова),185.9,0,5,10,Не удалось узнать название,133.8,0,4,10
8193.0,Механика кофе,141.0,0,1,2,Додо Пицца,206.6,0,3,7,Почта(в стор. Ульянова),185.9,0,5,10,Не удалось узнать название,133.8,0,4,10
8194.0,Восход,349.4,0,0,4,Dim Coffee,81.7,2,4,8,улица Полины Осипенко,33.0,6,7,15,Не удалось узнать название,269.9,0,1,13
8195.0,Кафе,75.4,2,3,5,Шуарма ИП Гаспарян,78.3,1,3,4,Анапское шоссе,131.8,0,2,6,Не удалось узнать название,40.7,3,9,21
8196.0,Кафе,75.4,2,3,5,Шуарма ИП Гаспарян,78.3,1,3,4,Анапское шоссе,131.8,0,2,6,Не удалось узнать название,40.7,3,9,21
8198.0,Не удалось узнать название,102.0,0,8,9,Другая история,151.4,0,2,4,Бабушкина,74.0,1,6,13,Не удалось узнать название,164.8,0,4,14
8199.0,Не удалось узнать название,102.0,0,8,9,Другая история,151.4,0,2,4,Бабушкина,74.0,1,6,13,Не удалось узнать название,164.8,0,4,14
8200.0,Не удалось узнать название,102.0,0,8,9,Другая история,151.4,0,2,4,Бабушкина,74.0,1,6,13,Не удалось узнать название,164.8,0,4,14
8201.0,Не удалось узнать название,102.0,0,8,9,Другая история,151.4,0,2,4,Бабушкина,74.0,1,6,13,Не удалось узнать название,164.8,0,4,14
8203.0,Лапшебар,48.8,6,27,49,No Spicy,20.1,4,27,38,Площадь Ленина,65.0,4,10,15,Не удалось узнать название,68.7,2,8,14
8204.0,Лапшебар,48.8,6,27,49,No Spicy,20.1,4,27,38,Площадь Ленина,65.0,4,10,15,Не удалось узнать название,68.7,2,8,14
8205.0,Шоколадница,0.0,1,5,9,Бургер Кинг,8.0,8,9,11,Метро «Технопарк»,114.2,0,10,16,Не удалось узнать название,75.1,1,7,17
8206.0,Булошная,101.2,0,2,8,Asado,15.1,1,5,6,Музей изобразительных искусств,69.8,2,4,7,Не удалось узнать название,39.3,1,9,24
8207.0,Шоколадница,0.0,1,5,9,Бургер Кинг,8.0,8,9,11,Метро «Технопарк»,114.2,0,10,16,Не удалось узнать название,75.1,1,7,17
8208.0,Булошная,62.7,1,2,7,Asado,53.4,1,5,6,Музей изобразительных искусств,104.7,0,4,6,Не удалось узнать название,30.0,3,11,24
8209.0,Бистро,206.2,0,1,2,Робин Сдобин,197.7,0,6,8,Юго-Западный рынок,177.7,0,12,14,Не удалось узнать название,45.2,2,7,10
8210.0,Суши Wok,72.4,1,2,9,Мясная Лавка,11.7,4,16,26,станция метро «Комендантский проспект»,76.0,6,17,42,Не удалось узнать название,62.8,1,10,21
8211.0,Dudnik,14.9,1,4,4,Своя компания,117.0,0,2,3,ул. Свечникова,212.0,0,4,5,Не удалось узнать название,102.0,0,16,21
8212.0,Dudnik,14.9,1,4,4,Своя компания,117.0,0,2,3,ул. Свечникова,212.0,0,4,5,Не удалось узнать название,102.0,0,16,21
8213.0,Не удалось узнать название,106.4,0,5,8,Не удалось узнать название,84.3,1,2,8,улица Трудовые Резервы,187.9,0,2,8,Не удалось узнать название,97.1,1,8,14
8214.0,Не удалось узнать название,106.4,0,5,8,Не удалось узнать название,84.3,1,2,8,улица Трудовые Резервы,187.9,0,2,8,Не удалось узнать название,97.1,1,8,14
8215.0,Pho №1,13.9,2,23,50,Lavash,24.8,8,34,73,Трубная,77.9,2,16,26,Не удалось узнать название,54.2,3,10,37
8216.0,Pho №1,13.9,2,23,50,Lavash,24.8,8,34,73,Трубная,77.9,2,16,26,Не удалось узнать название,54.2,3,10,37
8219.0,АртКафе,32.8,2,2,7,Rostic's,102.2,0,10,27,Метро «Марьино» (северная),111.9,0,10,32,Не удалось узнать название,98.5,1,18,42
8220.0,Coffee Like,126.6,0,3,6,Данар,84.9,2,5,8,Центральный Универмаг,39.9,2,6,9,Не удалось узнать название,46.0,7,26,56
8221.0,Клубничка,56.4,2,7,11,Не удалось узнать название,77.4,1,3,3,пл. Ленина,74.6,1,6,8,Не удалось узнать название,88.2,1,4,7
8222.0,"Кофейня ""Kofein""",69.4,2,8,27,Coffee Like,86.4,1,6,19,Дары Природы,82.5,1,2,6,Не удалось узнать название,100.3,0,4,8
8223.0,NaKosti,549.4,0,0,0,Додо Пицца,144.7,0,3,5,Сад Победы,131.8,0,8,20,Не удалось узнать название,38.3,5,17,42
8224.0,Восход,349.4,0,0,4,Dim Coffee,81.7,2,4,8,улица Полины Осипенко,33.0,6,7,15,Не удалось узнать название,269.9,0,1,13
8225.0,Яблонька,46.3,1,4,15,Subway,61.8,1,4,12,улица Вавилова,123.2,0,10,51,Не удалось узнать название,45.3,2,8,25
8226.0,Dim Coffee,254.8,0,1,2,Обедоф,42.2,1,1,3,Бальнеолечебница,253.6,0,4,7,Не удалось узнать название,39.3,4,7,13
8227.0,NaKosti,549.4,0,0,0,Додо Пицца,144.7,0,3,5,Сад Победы,131.8,0,8,20,Не удалось узнать название,38.3,5,17,42
8228.0,NaKosti,549.4,0,0,0,Додо Пицца,144.7,0,3,5,Сад Победы,131.8,0,8,20,Не удалось узнать название,38.3,5,17,42
8229.0,Кофе Лапка,637.4,0,0,0,Пятерочка,333.6,0,0,1,Не удалось узнать название,349.4,0,0,6,Не удалось узнать название,23.0,4,7,14
8230.0,Coffee Like,110.3,0,3,5,Chicken dener,106.7,0,6,8,Енисейский торговый дом,212.6,0,7,16,Не удалось узнать название,22.0,5,22,29
8231.0,Не удалось узнать название,255.8,0,1,1,Крошка Картошка,32.2,4,4,4,ТЦ Красная площадь,118.0,0,4,7,ТРЦ Красная площадь,99.1,2,13,21
8232.0,Скала,259.8,0,2,3,Subway,41.8,1,1,1,ул. Мурата Ахеджака,355.4,0,0,2,Не удалось узнать название,101.9,0,21,37
8233.0,Не удалось узнать название,165.0,0,3,3,Алые паруса,94.2,1,1,1,Бутина,28.0,1,4,12,Не удалось узнать название,300.1,0,0,2
8234.0,Квартира Паши Кейзера,72.5,1,1,3,Додо Пицца,113.5,0,2,2,ул. Большая,62.0,4,6,14,Не удалось узнать название,58.7,3,10,16
8235.0,Sun,195.5,0,3,5,"Пиццерия ""Рапида""",46.6,1,2,6,Трансагенство,87.3,4,10,21,Не удалось узнать название,52.9,1,12,21
8236.0,Amore,164.8,0,2,7,Вкус востока,157.0,0,4,11,улица Остужева,91.3,1,8,12,Не удалось узнать название,275.5,0,2,18
8237.0,Бистро,206.2,0,1,2,Робин Сдобин,197.7,0,6,8,Юго-Западный рынок,177.7,0,12,14,Не удалось узнать название,45.2,2,7,10
8238.0,Бэкери,341.5,0,0,1,Бургер Кинг,112.8,0,2,2,Аптека,146.4,0,2,5,Не удалось узнать название,119.4,0,4,5
8239.0,Бэкери,341.5,0,0,1,Бургер Кинг,112.8,0,2,2,Аптека,146.4,0,2,5,Не удалось узнать название,119.4,0,4,5
8240.0,Бэкери,341.5,0,0,1,Бургер Кинг,112.8,0,2,2,Аптека,146.4,0,2,5,Не удалось узнать название,119.4,0,4,5
8241.0,Кофе муз,40.8,3,8,22,Coffee Like,97.6,1,3,10,Улица Красноармейская,61.2,2,10,28,Не удалось узнать название,38.1,2,39,92
8242.0,Кофе муз,40.8,3,8,22,Coffee Like,97.6,1,3,10,Улица Красноармейская,61.2,2,10,28,Не удалось узнать название,38.1,2,39,92
8243.0,Кофе муз,40.8,3,8,22,Coffee Like,97.6,1,3,10,Улица Красноармейская,61.2,2,10,28,Не удалось узнать название,38.1,2,39,92
8247.0,Coffe lab,90.2,1,8,37,Столовая №1,128.4,0,3,21,Центробанк,19.8,4,15,32,Не удалось узнать название,38.7,4,24,65
8248.0,Coffe lab,90.2,1,8,37,Столовая №1,128.4,0,3,21,Центробанк,19.8,4,15,32,Не удалось узнать название,38.7,4,24,65
8249.0,Coffe lab,90.2,1,8,37,Столовая №1,128.4,0,3,21,Центробанк,19.8,4,15,32,Не удалось узнать название,38.7,4,24,65
8250.0,Coffe lab,90.2,1,8,37,Столовая №1,128.4,0,3,21,Центробанк,19.8,4,15,32,Не удалось узнать название,38.7,4,24,65
8251.0,Чё,61.7,1,4,7,Рок'н'Ролл,98.6,1,6,10,Советская Ч,44.2,3,10,20,Не удалось узнать название,296.8,0,1,6
8252.0,"Чайхана ""В гости""",7.8,1,3,4,Урюк-кафе,3.3,1,12,13,Метро «Домодедовская»,20.4,10,35,50,Не удалось узнать название,53.5,2,9,29
8253.0,Не удалось узнать название,106.4,0,5,8,Не удалось узнать название,84.3,1,2,8,улица Трудовые Резервы,187.9,0,2,8,Не удалось узнать название,97.1,1,8,14
8254.0,I am Pho,51.5,6,25,54,Мама Гоги,59.6,3,25,40,Ярославна,164.7,0,17,30,Не удалось узнать название,124.4,0,12,25
8255.0,Amore,164.8,0,2,7,Вкус востока,157.0,0,4,11,улица Остужева,91.3,1,8,12,Не удалось узнать название,275.5,0,2,18
8256.0,I am Pho,51.5,6,25,54,Мама Гоги,59.6,3,25,40,Ярославна,164.7,0,17,30,Не удалось узнать название,124.4,0,12,25
8258.0,Сакура,65.1,3,9,14,Rostic's,152.9,0,3,4,Первомайская улица,146.5,0,10,18,Не удалось узнать название,140.9,0,1,4
8259.0,Сакура,65.1,3,9,14,Rostic's,152.9,0,3,4,Первомайская улица,146.5,0,10,18,Не удалось узнать название,140.9,0,1,4
8260.0,Coffee Like,3.3,1,9,13,Бургер Кинг,99.5,1,2,4,Хибинский переулок,164.5,0,4,24,Не удалось узнать название,46.2,1,8,22
8261.0,Cinnabon,20.4,1,4,10,Бургер Кинг,19.5,1,2,9,Кутузовская,175.4,0,3,9,Не удалось узнать название,105.3,0,4,14
8263.0,Mamma Mia,29.3,4,5,7,Корова на бочке,29.0,3,8,14,11 микрорайон,95.9,2,4,11,Не удалось узнать название,34.4,3,22,56
8264.0,Baggins Coffee,150.4,0,4,8,Шаверма,98.7,1,10,15,Универсам Гаванский,45.3,5,11,33,Не удалось узнать название,15.1,4,21,44
8265.0,Шаверма по-Питерски,458.5,0,0,2,Малибу,240.8,0,1,7,Поликлиника,119.6,0,4,13,Не удалось узнать название,85.7,1,10,33
8266.0,Свежов,74.4,1,1,7,Крошка Картошка,28.2,5,6,12,Не удалось узнать название,95.7,1,10,13,Не удалось узнать название,32.5,2,5,25
8267.0,Восход,349.4,0,0,4,Dim Coffee,81.7,2,4,8,улица Полины Осипенко,33.0,6,7,15,Не удалось узнать название,269.9,0,1,13
8268.0,Старый город,268.6,0,1,5,Чайхона халяль,38.1,2,2,9,Автошкола,83.9,2,4,8,Не удалось узнать название,64.1,1,8,13
8269.0,Старый город,268.6,0,1,5,Чайхона халяль,38.1,2,2,9,Автошкола,83.9,2,4,8,Не удалось узнать название,64.1,1,8,13
8270.0,Старый город,268.6,0,1,5,Чайхона халяль,38.1,2,2,9,Автошкола,83.9,2,4,8,Не удалось узнать название,64.1,1,8,13
8271.0,Старый город,268.6,0,1,5,Чайхона халяль,38.1,2,2,9,Автошкола,83.9,2,4,8,Не удалось узнать название,64.1,1,8,13
8272.0,Два Барашка,41.6,1,3,5,Coffee Like,0.0,3,4,6,Южная проходная,173.9,0,2,8,Не удалось узнать название,24.0,1,4,21
8273.0,Не удалось узнать название,60.5,1,3,3,Не удалось узнать название,43.3,1,1,2,Студенческая,151.0,0,3,8,Не удалось узнать название,34.5,3,14,28
8274.0,Скалка,44.4,1,3,5,Via Романо,79.5,1,3,9,Дворец спорта «Динамо»,125.2,0,4,18,Не удалось узнать название,92.9,3,25,47
8275.0,Дед Хо,16.4,4,13,34,Hoho burger,38.5,2,12,30,Пролетарская,158.6,0,4,12,Не удалось узнать название,67.9,2,9,22
8277.0,Coffee Like,13.1,2,3,3,У истока,149.6,0,1,3,Исток,66.1,2,4,8,Не удалось узнать название,17.5,2,4,5
8278.0,"Кофе, лимонад",83.3,1,2,3,Своя компания,35.2,3,3,6,Сиреневый бульвар,93.0,1,6,13,Не удалось узнать название,118.1,0,17,36
8279.0,Алтан,161.1,0,1,1,Фокс Pizza,5.9,1,2,6,Школа №23,119.2,0,2,4,Не удалось узнать название,104.2,0,2,5
8280.0,Донер 42,307.9,0,0,2,ЧебурекМи,520.5,0,0,0,Не удалось узнать название,53.5,1,4,8,Не удалось узнать название,26.0,1,1,3
8281.0,Донер 42,307.9,0,0,2,ЧебурекМи,520.5,0,0,0,Не удалось узнать название,53.5,1,4,8,Не удалось узнать название,26.0,1,1,3
8282.0,Не удалось узнать название,483.1,0,0,1,Своя компания,103.4,0,3,3,Городской культурно-досуговый центр,109.1,0,9,13,Не удалось узнать название,404.0,0,0,2
8283.0,Не удалось узнать название,483.1,0,0,1,Своя компания,103.4,0,3,3,Городской культурно-досуговый центр,109.1,0,9,13,Не удалось узнать название,404.0,0,0,2
8284.0,Не удалось узнать название,483.1,0,0,1,Своя компания,103.4,0,3,3,Городской культурно-досуговый центр,109.1,0,9,13,Не удалось узнать название,404.0,0,0,2
8285.0,Мельница,475.4,0,0,1,Не удалось узнать название,128.0,0,3,4,Ялтинская улица,53.4,2,8,10,Не удалось узнать название,77.8,1,8,17
8287.0,Book Café,47.5,2,4,11,Феникс,58.7,2,3,4,ул.Рылеева,72.3,2,19,36,Не удалось узнать название,71.8,4,39,78
8288.0,Laff Cafe,119.4,0,3,6,Бургер Кинг,306.7,0,0,4,Улица Павлуновского,129.6,0,4,10,Не удалось узнать название,79.7,1,7,17
8289.0,Уральские Пельмени,444.1,0,0,1,Бургер Кинг,444.6,0,0,2,Автовокзал,105.7,0,6,10,Не удалось узнать название,246.3,0,3,11
8290.0,кафе Сказка,173.1,0,1,2,Гранатовое Зёрнышко,174.9,0,1,1,Не удалось узнать название,182.7,0,2,7,Не удалось узнать название,18.8,1,8,11
8291.0,манэ,67.9,1,1,2,Спар,21.4,2,2,2,Русич,83.3,3,8,12,Не удалось узнать название,19.9,5,12,23
8294.0,Кофе муз,531.8,0,0,0,Subway,24.1,3,3,8,Экспоцентр,72.7,1,1,2,Не удалось узнать название,46.0,3,14,26
8295.0,Восточное,259.9,0,1,2,MyBox,41.1,2,7,10,"ТЦ ""Лента""",131.1,0,5,10,Лента,74.3,2,10,30
8296.0,Cinnabon,64.9,1,2,2,Не удалось узнать название,74.6,2,2,2,Не удалось узнать название,306.5,0,0,2,Не удалось узнать название,305.2,0,0,6
8297.0,Welten,300.8,0,0,6,KFC,429.3,0,0,1,улица Чугуевского,61.1,1,4,15,Не удалось узнать название,41.3,3,35,64
8298.0,Welten,300.8,0,0,6,KFC,429.3,0,0,1,улица Чугуевского,61.1,1,4,15,Не удалось узнать название,41.3,3,35,64
8299.0,Gosti,102.5,0,4,7,Корчма,199.2,0,2,5,1000 мелочей,284.1,0,2,5,Не удалось узнать название,97.4,1,10,26
8300.0,Gosti,102.5,0,4,7,Корчма,199.2,0,2,5,1000 мелочей,284.1,0,2,5,Не удалось узнать название,97.4,1,10,26
8304.0,Кубок,605.8,0,0,0,Поешь-ка!,598.8,0,0,0,улица Добролюбова,30.7,1,1,4,Не удалось узнать название,129.1,0,2,4
8305.0,Грядка,102.9,0,3,6,Mopkovka,110.2,0,3,5,Водоканал,115.1,0,4,10,Не удалось узнать название,23.5,5,51,124
8306.0,Pims,8.6,8,17,17,Subway,29.8,21,27,28,Мега,129.6,0,19,40,Не удалось узнать название,162.4,0,4,26
8308.0,Fat cat,22.5,3,10,21,Борщ и Сало,57.2,5,22,38,улица Черняховского,92.1,2,13,35,Не удалось узнать название,83.0,1,16,32
8309.0,Восточная кухня,53.0,1,3,18,Edatomsk.ru,122.7,0,7,15,Горбольница №3,63.0,2,4,12,Не удалось узнать название,12.7,4,25,63
8310.0,Антонов двор,290.8,0,1,1,Maya Pizza,209.5,0,1,1,ДОСААФ,53.5,4,6,14,Не удалось узнать название,22.4,8,27,46
8311.0,У Насти,26.4,1,2,2,Шаурма,136.1,0,1,1,Ладушкин,126.4,0,4,4,Не удалось узнать название,342.6,0,0,1
8312.0,КБС,87.8,1,2,3,Шаурма,113.6,0,1,3,Технический колледж,121.5,0,6,19,Не удалось узнать название,62.1,1,34,73
8313.0,Suare,138.8,0,4,5,Столовая,345.2,0,0,5,Не удалось узнать название,98.5,1,2,10,Не удалось узнать название,67.6,1,4,11
8314.0,Караван,370.0,0,0,3,Rostic's,43.0,1,2,3,11-й микрорайон,220.3,0,6,17,Не удалось узнать название,67.5,2,10,24
