atm_id,atm_lat,atm_lon,nearest_offices_name,nearest_offices_dist_m,count_offices_100m,count_offices_300m,count_offices_500m,count_offices_1000m,count_payment_terminals_100m,count_payment_terminals_300m,count_payment_terminals_500m,count_payment_terminals_1000m,nearest_payment_terminals_name,nearest_payment_terminals_dist_m,count_money_transfer_100m,count_money_transfer_300m,count_money_transfer_500m,count_money_transfer_1000m,nearest_money_transfer_name,nearest_money_transfer_dist_m,nearest_shops_food_small_name,nearest_shops_food_small_dist_m,count_shops_food_small_100m,count_shops_food_small_300m,count_shops_food_small_500m,count_shops_food_small_1000m,count_hypermarkets_100m,count_hypermarkets_300m,count_hypermarkets_500m,count_hypermarkets_1000m,nearest_hypermarkets_name,nearest_hypermarkets_dist_m,count_markets_100m,count_markets_300m,count_markets_500m,count_markets_1000m,nearest_markets_name,nearest_markets_dist_m,nearest_fitness_sport_name,nearest_fitness_sport_dist_m,count_fitness_sport_100m,count_fitness_sport_300m,count_fitness_sport_500m,count_fitness_sport_1000m,nearest_hotels_hostels_name,nearest_hotels_hostels_dist_m,count_hotels_hostels_100m,count_hotels_hostels_300m,count_hotels_hostels_500m,count_hotels_hostels_1000m,count_railway_stations_100m,count_railway_stations_300m,count_railway_stations_500m,count_railway_stations_1000m,nearest_railway_stations_name,nearest_railway_stations_dist_m,count_residential_buildings_100m,count_residential_buildings_300m,count_residential_buildings_500m,count_residential_buildings_1000m,nearest_residential_buildings_name,nearest_residential_buildings_dist_m,count_residential_landuse_100m,count_residential_landuse_300m,count_residential_landuse_500m,count_residential_landuse_1000m,nearest_residential_landuse_name,nearest_residential_landuse_dist_m,nearest_fuel_name,nearest_fuel_dist_m,count_fuel_100m,count_fuel_300m,count_fuel_500m,count_fuel_1000m,count_highway_pedestrian_100m,count_highway_pedestrian_300m,count_highway_pedestrian_500m,count_highway_pedestrian_1000m,nearest_highway_pedestrian_name,nearest_highway_pedestrian_dist_m,nearest_footway_100m_name,nearest_footway_100m_dist_m,count_footway_100m_100m,count_landuse_mix_100m,count_landuse_mix_300m,count_landuse_mix_500m,count_landuse_mix_1000m,nearest_landuse_mix_name,nearest_landuse_mix_dist_m,land_use_type,land_use_dist_m,city_center_name,city_center_dist_m,is_city_center
7900.0,56.081733,86.018342,МТС,162.9,0,2,3,9,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Анжерская,176.5,0,1,1,1,0,0,0,0,,,0,0,0,0,,,0,0,1,12,,311.0,Газпромнефть,463.7,0,0,1,3,0,0,0,0,,,,91.8,1,0,0,0,0,,,residential,311.0,,,0
7901.0,56.081733,86.018342,МТС,162.9,0,2,3,9,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Анжерская,176.5,0,1,1,1,0,0,0,0,,,0,0,0,0,,,0,0,1,12,,311.0,Газпромнефть,463.7,0,0,1,3,0,0,0,0,,,,91.8,1,0,0,2,17,,311.0,residential,311.0,,,0
7903.0,57.685753,39.765166,Билайн,24.3,2,3,4,7,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,,743.2,0,1,1,5,11-й микрорайон,291.0,,,0,0,0,0,0,0,0,0,,,,45.4,11,1,2,2,9,,50.3,commercial,24.3,Ярославль,7197.8,0
7904.0,62.025052,129.724273,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,214.2,0,3,6,17,0,0,0,0,,,0,0,0,1,"Торговые ряды ""Кружало""",794.7,Самородок,728.6,0,0,0,4,,,0,0,0,0,0,0,0,0,,,2,11,21,60,,67.7,0,1,1,3,,239.2,,,0,0,0,0,0,0,1,4,площадь Ленина,478.1,,,0,0,0,0,0,,,commercial,12.9,,,0
7905.0,48.478109,135.085436,ИФНС по Центральному району,76.3,2,4,11,35,0,0,0,0,,,0,0,0,0,,,раз-два,295.9,0,1,2,10,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,7,11,12,,132.2,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,43.6,4,0,3,5,19,,184.9,residential,184.9,Хабаровск,761.0,1
7907.0,56.475543,84.952697,Росстат,20.5,5,21,36,74,0,0,0,0,,,0,0,0,0,,,Продукты,110.6,0,1,7,9,0,0,0,0,,,0,0,0,0,,,Ермак,188.2,0,1,6,9,Дом охотника,254.7,0,2,7,20,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,Elke Auto,730.2,0,0,0,1,0,5,9,14,,143.9,,,0,2,10,31,91,,35.2,commercial,20.5,Томск,1471.1,1
7909.0,48.592593,44.421646,Билайн,895.3,0,0,0,5,0,0,0,0,,,0,0,0,0,,,Теремок,88.1,1,2,3,7,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,Газпром,431.1,0,0,1,3,0,0,0,0,,,,,0,0,0,0,0,,,commercial,223.5,Волгоград,6408.0,0
7910.0,50.263492,127.528287,,,0,0,0,0,0,0,0,1,,666.6,0,0,0,0,,,Восторг,677.6,0,0,0,7,0,0,0,0,,,0,0,0,0,,,Lady Stretch,620.0,0,0,0,2,Mercure,694.1,0,0,0,6,0,0,0,0,,,0,0,0,0,,,0,2,7,16,,162.5,,,0,0,0,0,0,0,0,0,,,,8.3,5,0,4,11,24,,154.6,commercial,154.6,,,0
7913.0,48.48266,135.068198,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Белоруский ыермер,180.1,0,1,3,9,0,0,0,0,,,0,0,1,1,Центральный рынок,394.2,Magma yoga,469.2,0,0,1,1,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,4,5,22,,112.4,,,0,0,0,0,0,0,0,0,,,,,0,0,5,6,24,,112.4,residential,112.4,Хабаровск,618.7,1
7914.0,48.48266,135.068198,Общество охотников и рыболовов,62.3,1,4,17,50,0,0,0,0,,,0,0,0,0,,,Белоруский ыермер,180.1,0,1,3,9,0,0,0,0,,,0,0,1,1,Центральный рынок,394.2,Magma yoga,469.2,0,0,1,1,Лайк,455.9,0,0,2,7,0,0,0,0,,,0,0,0,0,,,0,4,5,22,,112.4,,,0,0,0,0,0,0,0,0,,,,96.9,1,0,5,6,24,,112.4,commercial,62.3,Хабаровск,618.7,1
7915.0,53.767128,87.133232,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Мария-Ра,399.1,0,0,1,4,0,0,0,0,,,0,0,0,0,,,Здоровье нации,481.4,0,0,2,3,Park inn by Radisson Novokuznetsk,606.3,0,0,0,5,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,62.6,2,0,0,0,0,,,residential,310.8,Новокузнецк,1075.5,1
7916.0,43.093913,131.904466,Первая Чукотская типография,98.1,1,5,8,20,0,0,0,0,,,0,0,0,0,,,,212.9,0,5,12,56,0,0,0,0,,,0,0,1,1,Рынок,385.9,,,0,0,0,0,Вариант,707.5,0,0,0,4,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,6,34,,309.5,residential,309.5,,,0
7917.0,43.093913,131.904466,Первая Чукотская типография,98.1,1,5,8,20,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,5,33,,309.5,,499.1,0,0,1,4,0,0,0,0,,,,,0,0,0,6,34,,309.5,residential,309.5,,,0
7918.0,53.749823,87.111421,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Машенька,875.8,0,0,0,1,0,0,0,0,,,0,0,0,0,,,,676.3,0,0,0,1,,,0,0,0,0,0,0,0,1,Новокузнецк,534.6,0,0,0,0,,,0,4,7,17,,121.1,Опти,98.7,1,1,1,3,0,0,0,0,,,,73.5,2,0,4,7,23,,121.1,commercial,238.3,Новокузнецк,1828.6,0
7920.0,58.608902,125.388096,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Айгуль,67.2,2,7,17,41,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,91.3,1,3,6,12,0,0,0,0,,,0,0,0,2,,626.9,0,2,2,38,,168.6,,,0,0,0,0,0,0,0,5,,545.4,,23.0,4,0,0,0,0,,,commercial,109.1,,,0
7921.0,58.608902,125.388096,Мои Документы,109.1,0,8,15,38,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,4,Автовокзал,561.2,СОК Энергетик,826.5,0,0,0,2,,,0,0,0,0,0,0,0,0,,,0,0,0,2,,626.9,0,2,2,38,,168.6,ТК Энергия,952.0,0,0,0,1,0,0,0,0,,,,23.0,4,0,0,0,0,,,commercial,158.1,,,0
7922.0,55.619523,37.615596,,,0,0,0,0,0,0,0,3,,711.7,0,0,0,1,Юнистрим,967.3,КуулКлевер,325.6,0,0,4,8,0,0,0,0,,,0,0,0,0,,,Титаниум,954.3,0,0,0,2,,,0,0,0,0,0,0,0,1,Южная,504.0,0,0,0,0,,,0,0,0,0,,,Лукойл,255.7,0,1,3,4,0,0,0,0,,,,52.7,1,0,0,0,0,,,commercial,309.1,Видное,9093.8,0
7923.0,53.216642,50.256141,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,336.4,0,0,2,11,0,0,0,0,,,0,0,0,2,Безымянский рынок,561.4,,,0,0,0,0,Жемчужина,483.0,0,0,1,2,0,0,0,0,,,0,0,0,26,,674.2,0,3,9,37,,199.4,Irbis,361.0,0,0,1,1,0,0,0,0,,,,,0,0,3,9,42,,199.4,residential,199.4,Самара,10594.5,0
7924.0,53.216642,50.256141,Амрита,209.0,0,1,4,21,0,0,0,0,,,0,0,1,1,Юнистрим,318.3,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Ласточка,311.4,0,0,2,4,Жемчужина,483.0,0,0,1,2,0,0,0,1,Безымянка,666.5,0,0,0,0,,,0,0,0,0,,,Irbis,361.0,0,0,1,1,0,0,1,3,,473.3,,,0,0,3,9,42,,199.4,residential,199.4,Самара,10594.5,0
7925.0,51.712061,39.179024,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,186.5,0,1,7,26,0,0,0,0,,,0,0,0,4,,557.2,Бассейн ВГУ,738.7,0,0,0,6,Valeri Classic,3.0,1,1,1,1,0,0,0,0,,,0,0,0,0,,,0,1,7,23,,226.3,,,0,0,0,0,0,0,0,0,,,,46.9,6,0,1,7,35,,226.3,commercial,100.0,,,0
7926.0,54.713481,55.993591,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,410.4,0,0,3,11,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Иремель,222.3,0,1,1,3,0,0,0,0,,,0,0,0,3,,879.3,0,0,0,0,,,Лукойл,445.1,0,0,1,3,0,0,0,0,,,,,0,1,4,12,49,,84.2,commercial,84.2,,,0
7927.0,55.709449,37.661042,,,0,0,0,0,0,1,1,3,,294.7,0,0,0,0,,,Белорусский фермер,140.3,0,6,13,26,0,0,0,0,,,0,0,1,1,Велозаводский рынок,456.7,,426.4,0,0,1,12,Республика,145.6,0,4,5,11,0,0,1,1,Автозаводская,311.8,0,0,0,0,,,0,2,6,17,,108.7,Эверон,438.8,0,0,1,3,0,0,0,0,,,,73.4,3,0,3,8,29,,108.7,commercial,103.1,,,0
7928.0,55.783078,49.148132,CopyRoom,61.8,4,19,31,136,0,0,0,3,,669.3,0,0,0,0,,,Экзотика,110.4,0,8,11,23,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,1,4,12,34,Жилой комплекс «Архитектор»,70.7,,,0,0,0,0,0,0,0,0,,,,,0,1,4,12,37,Жилой комплекс «Архитектор»,70.7,residential,70.7,,,0
7929.0,57.157949,65.539817,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Фит-Бит,549.0,0,0,0,3,Евразия,128.0,0,3,5,11,0,0,0,0,,,0,0,0,0,,,0,6,9,39,"Жилой комплекс ""1А Первомайская""",172.7,,,0,0,0,0,2,7,12,23,улица Дзержинского,40.3,,,0,1,11,17,54,,84.2,commercial,191.8,Тюмень,513.7,1
7930.0,57.157949,65.539817,Цифра брокер,191.8,0,11,48,82,0,0,0,0,,,0,0,0,0,,,Агрохолдинг Юбилейный,273.2,0,1,6,15,0,0,0,0,,,0,0,0,0,,,Фит-Бит,549.0,0,0,0,3,Евразия,128.0,0,3,5,11,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,41.6,8,1,11,17,54,,84.2,commercial,84.2,,,0
7931.0,55.709449,37.661042,,103.1,0,16,44,111,0,1,1,3,,294.7,0,1,1,1,Юнистрим,125.5,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Республика,145.6,0,4,5,11,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,Эверон,438.8,0,0,1,3,0,0,0,0,,,,,0,0,3,8,29,,108.7,,,Москва,3691.7,0
7932.0,53.23786,50.192091,,95.8,1,8,10,26,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,384.5,0,0,1,4,0,0,0,0,,,0,0,0,0,,,1,3,4,18,,67.3,,,0,0,0,0,0,0,0,0,,,,40.3,3,1,3,5,23,,67.3,commercial,95.8,Самара,7662.9,0
7933.0,61.776203,34.30861,,,0,0,0,0,0,0,0,1,,806.0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Fitness House,167.8,0,1,1,3,,,0,0,0,0,0,0,0,0,,,0,0,0,1,,718.1,0,0,2,29,,447.7,,,0,0,0,0,0,0,0,0,,,,,0,0,2,4,35,,119.5,commercial,11.1,Петрозаводск,3492.1,0
7934.0,55.619523,37.615596,,,0,0,0,0,0,0,0,3,,711.7,0,0,0,1,Юнистрим,967.3,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Sunflower,617.4,0,0,0,2,0,0,0,1,Южная,504.0,0,0,0,0,,,0,0,0,2,,744.8,,,0,0,0,0,0,0,0,0,,,,52.7,1,0,1,4,12,Завод «Сапфир»,223.4,commercial,309.1,,,0
7936.0,53.621997,55.908565,БКС Мир инвестиций,64.2,1,1,8,21,0,0,0,0,,,0,0,0,0,,,Красное&Белое,323.6,0,0,4,18,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,1,4,13,,201.1,Башнефть,430.8,0,0,1,4,0,0,0,1,,856.4,,42.7,11,0,0,0,0,,,commercial,140.5,Стерлитамак,3522.0,0
7937.0,53.621997,55.908565,БКС Мир инвестиций,64.2,1,1,8,21,0,0,0,0,,,0,0,0,0,,,Красное&Белое,323.6,0,0,4,18,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,1,4,13,,201.1,,,0,0,0,0,0,0,0,1,,856.4,,42.7,11,0,0,0,0,,,commercial,140.5,Стерлитамак,3522.0,0
7940.0,43.13292,131.904098,Москонсалт,67.3,5,12,25,55,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,"Спортивный комплекс ""Чемпион""",791.6,0,0,0,1,vladhome24 Апартаменты в деловом центре,254.2,0,1,1,5,0,0,0,0,,,0,0,0,0,,,0,3,8,19,,129.2,,,0,0,0,0,0,1,1,1,,272.9,,21.6,12,0,3,9,21,,129.2,commercial,67.3,Владивосток,2491.0,0
7941.0,43.13292,131.904098,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Пятачок,240.8,0,3,11,25,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,vladhome24 Апартаменты в деловом центре,254.2,0,1,1,5,0,0,1,1,Первая Речка,478.2,0,0,0,0,,,0,0,0,0,,,,282.5,0,1,1,4,0,1,1,1,,272.9,,21.6,12,0,0,0,0,,,,,,,0
7942.0,57.733997,41.002945,Территориальная генерирующая компания № 2,126.8,0,2,2,9,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,1,5,29,Жилой комплекс «Парковый»,176.7,Роснефть,522.8,0,0,0,1,0,0,0,0,,,,60.2,15,0,0,0,0,,,commercial,135.4,,,0
7943.0,57.771835,40.940665,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,178.6,0,1,1,5,0,0,0,0,,,0,0,0,0,,,Аквапул,439.2,0,0,1,3,Пандора,576.7,0,0,0,7,0,0,0,0,,,0,2,8,44,,136.8,1,6,12,48,,85.9,,,0,0,0,0,0,0,0,0,,,,,0,1,7,14,50,,85.9,,,Кострома,927.5,1
7944.0,54.764355,32.045242,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,2,2,Бусинка,462.7,Бассейн СГУС,322.9,0,0,4,9,Юнити by Sokroma,514.7,0,0,0,5,0,0,0,0,,,0,0,0,0,,,0,1,3,21,,192.8,,,0,0,0,0,0,0,0,3,улица Октябрьской Революции,801.0,,76.6,2,0,1,3,29,,192.8,commercial,194.1,Смоленск,1898.9,0
7945.0,50.981276,39.504133,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Добрый,31.1,1,3,7,23,0,0,0,0,,,0,0,1,2,Центральный рынок,431.6,,,0,0,0,0,,,0,0,0,0,0,0,1,1,Лиски,398.4,0,0,0,0,,,0,0,0,0,,,Лукойл,872.6,0,0,0,1,0,0,4,7,,347.9,,40.5,1,0,0,0,0,,,commercial,9.0,,,0
7946.0,50.981276,39.504133,TELE2,9.0,6,12,20,24,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Гостиница,330.0,0,0,2,3,0,0,1,1,Лиски,398.4,0,0,0,0,,,0,1,2,20,,271.9,,,0,0,0,0,0,0,0,0,,,,40.5,1,0,1,3,25,,271.9,commercial,9.0,,,0
7948.0,57.685753,39.765166,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,Опти,916.8,0,0,0,1,0,0,0,0,,,,45.4,11,1,2,2,9,,50.3,commercial,50.3,Ярославль,7197.8,0
7952.0,55.634984,51.805025,ЭВМ Сервис,385.0,0,0,5,21,0,0,0,0,,,0,0,0,0,,,Фактория,451.2,0,0,2,15,0,0,0,0,,,0,0,0,0,,,,324.8,0,0,1,4,Хостел 116,196.4,0,1,1,3,0,0,0,0,,,0,0,0,0,,,0,1,2,8,,269.1,,,0,0,0,0,0,0,0,0,,,,,0,0,1,3,11,,269.1,residential,269.1,Нижнекамск,986.7,1
7953.0,55.634984,51.805025,,,0,0,0,0,0,0,1,4,,424.7,0,0,0,0,,,Фактория,451.2,0,0,2,15,0,0,0,0,,,0,0,0,0,,,,324.8,0,0,1,4,Хостел 116,196.4,0,1,1,3,0,0,0,0,,,0,0,0,0,,,0,1,2,8,,269.1,,,0,0,0,0,0,0,0,0,,,,92.8,1,0,0,0,0,,,commercial,385.0,Нижнекамск,986.7,1
7954.0,53.202529,44.996226,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,1048.5,Стайер,150.1,0,1,2,3,Альфа,353.6,0,0,2,2,0,0,0,0,,,0,0,0,5,,544.3,0,1,4,34,,298.2,Лукойл,170.7,0,1,2,2,0,0,0,0,,,,,0,0,4,9,50,,105.1,commercial,32.8,Пенза,1721.6,0
7955.0,53.202529,44.996226,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Скидкино,182.6,0,2,9,25,0,0,0,0,,,0,0,0,0,,,Стайер,150.1,0,1,2,3,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,1,4,34,,298.2,,,0,0,0,0,0,0,0,2,,540.9,,26.9,6,0,4,9,50,,105.1,commercial,105.1,Пенза,1721.6,0
7956.0,53.757217,87.145727,,394.4,0,0,3,15,0,0,0,0,,,0,0,0,0,,,Щедрый Стол,429.8,0,0,2,9,0,0,0,0,,,0,0,0,0,,,Braunfitness,377.5,0,0,1,3,,,0,0,0,0,0,0,0,0,,,0,0,0,5,,623.4,0,0,0,0,,,,,0,0,0,0,0,2,2,29,,272.0,,,0,0,0,0,0,,,commercial,394.4,Новокузнецк,652.8,1
7957.0,53.757217,87.145727,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Щедрый Стол,429.8,0,0,2,9,0,0,0,0,,,0,0,0,0,,,Braunfitness,377.5,0,0,1,3,Надежда,248.3,0,1,1,10,0,0,0,0,,,0,0,0,5,,623.4,0,1,2,9,,229.7,,,0,0,0,0,0,2,2,29,,272.0,,,0,0,0,0,0,,,residential,229.7,,,0
7958.0,55.707365,37.57775,Представительство Кузбасса при правительстве Российской Федерации,196.9,0,3,12,68,0,0,0,4,,504.1,0,0,0,0,,,Магнит,101.3,0,3,5,15,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,1,Ленинский проспект,532.7,0,0,0,5,,540.4,0,0,0,0,,,,,0,0,0,0,0,0,0,2,,512.8,,14.6,14,0,4,8,33,Институт физических проблем имени П. Л. Капицы РАН,198.3,commercial,198.3,Москва,4627.3,0
7960.0,54.984987,82.871876,Аристократ,142.6,0,1,13,25,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,1,Овощной рынок,836.2,Lady Stretch,447.9,0,0,1,1,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,1,2,17,,147.2,,,0,0,0,0,0,2,7,37,,219.0,,,0,0,0,0,0,,,residential,147.2,Новосибирск,5624.3,0
7961.0,53.72137,91.4474,Экспертиза Недвижимости,2.1,2,4,9,41,0,0,0,0,,,0,0,0,0,,,Алые паруса,457.3,0,0,1,2,0,0,0,0,,,0,0,0,0,,,Стрелковый тир,74.7,1,1,3,14,Абакан,96.7,1,1,4,6,0,0,0,1,Абакан,900.5,0,1,2,6,,174.9,0,0,0,0,,,,,0,0,0,0,0,0,0,2,,550.3,,146.0,0,0,3,10,46,,146.5,commercial,2.1,,,0
7964.0,62.025052,129.724273,Согласие,12.9,2,11,32,61,0,0,0,0,,,0,0,0,0,,,,214.2,0,3,6,17,0,0,0,0,,,0,0,0,1,"Торговые ряды ""Кружало""",794.7,,,0,0,0,0,Тыгын Дархан,566.1,0,0,0,6,0,0,0,0,,,2,11,21,60,,67.7,0,0,0,0,,,,,0,0,0,0,0,0,1,4,площадь Ленина,478.1,,,0,0,2,5,17,,203.9,industrial,203.9,,,0
7965.0,55.343932,86.064991,Управление архитектуры и градостроительства администрации Кемеровоского муниципального округа,58.3,3,3,5,26,0,0,0,0,,,0,0,0,0,,,7 ступенек,77.2,1,4,4,11,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,4,6,30,32-й мкр.,130.7,Газпромнефть,574.4,0,0,0,1,0,0,0,0,,,,33.0,3,0,0,0,0,,,residential,130.7,Кемерово,1874.6,0
7966.0,55.910876,37.396093,МТС,134.6,0,3,7,15,0,1,1,1,,136.9,0,0,0,0,,,Yoko,78.9,2,5,12,25,0,0,0,0,,,0,0,0,0,,,NeoFIT,390.9,0,0,1,2,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,8,Менделеев,311.0,Лукойл,750.2,0,0,0,2,0,0,0,0,,,,,0,0,2,6,25,,111.7,commercial,134.6,,,0
7967.0,68.914119,33.095687,МТС,48.1,3,4,4,5,0,0,0,0,,,0,0,0,0,,,Фаворит,151.6,0,2,4,6,0,0,0,0,,,0,0,0,1,,753.8,"Стадион ""Льдинка""",405.9,0,0,1,2,Навигатор,113.1,0,2,2,4,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,2,,786.7,,45.5,4,0,1,2,4,306 м-р,237.0,commercial,48.1,,,0
7969.0,54.943364,73.383636,Юридическая компания,7.8,1,2,12,26,0,0,0,0,,,0,0,0,0,,,Магнит,119.4,0,2,10,18,0,0,0,0,,,0,0,0,0,,,Роллер-Омск,303.8,0,0,1,3,Миллениум,230.1,0,1,3,3,0,0,0,0,,,0,0,0,0,,,0,0,1,23,,361.8,,,0,0,0,0,0,0,2,3,улица Марченко,417.7,,22.5,10,0,0,1,24,,361.8,residential,361.8,Омск,5400.7,0
7970.0,53.371091,83.750976,,126.5,0,9,17,47,0,0,0,0,,,0,0,0,0,,,Мария-Ра,45.0,1,1,4,11,0,0,0,0,,,0,0,0,2,Сельхозрынок,500.4,,,0,0,0,0,,866.1,0,0,0,2,0,0,0,0,,,0,0,2,3,,370.3,0,4,7,21,Жилой комплекс «Мотор»,235.5,Роснефть,378.5,0,0,2,5,0,0,0,0,,,,63.7,1,0,5,12,41,,120.7,commercial,120.7,Барнаул,3210.5,0
7971.0,53.371091,83.750976,,126.5,0,9,17,47,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Сингитай,294.3,0,1,1,2,,866.1,0,0,0,2,0,0,0,0,,,0,0,2,3,,370.3,0,4,7,21,Жилой комплекс «Мотор»,235.5,Роснефть,378.5,0,0,2,5,0,0,0,0,,,,63.7,1,0,5,12,41,,120.7,commercial,120.7,Барнаул,3210.5,0
7973.0,47.249623,39.718777,ПЭК: Easyway,176.5,0,1,3,18,0,0,0,0,,,0,0,0,0,,,Агрокомплекс Выселковский,101.8,0,2,2,9,0,0,0,0,,,0,0,0,0,,,"Спортивный комплекс ""Восход""",447.5,0,0,1,5,,316.0,0,0,1,4,0,0,0,0,,,0,0,12,23,,431.5,0,2,6,42,,167.9,,,0,0,0,0,0,0,0,0,,,,55.5,5,0,3,11,62,,167.9,residential,167.9,Ростов-на-Дону,3043.3,0
7974.0,56.008334,37.851467,МТС,65.0,1,7,11,32,0,0,0,0,,,0,0,0,0,,,КуулКлевер,127.6,0,2,7,28,0,0,0,0,,,0,0,0,3,Подмосковный фермер,518.8,XFit,64.9,1,1,2,5,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,1,2,,426.9,,58.0,5,1,7,12,35,,43.7,commercial,43.7,Пушкино,403.4,1
7975.0,57.685753,39.765166,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Продукты,188.7,0,2,5,11,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,1,1,5,11-й микрорайон,291.0,Опти,916.8,0,0,0,1,0,0,0,0,,,,,0,1,2,2,9,,50.3,commercial,50.3,Ярославль,7197.8,0
7977.0,54.512147,36.262311,Центр обслуживания потребителей КСК,6.4,3,17,64,214,0,0,0,0,,,0,0,0,0,,,Добрый день,100.3,0,5,13,48,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Винтаж,300.6,0,0,2,9,0,0,0,0,,,0,2,2,5,,141.5,1,2,8,61,,82.9,,,0,0,0,0,1,7,9,18,,39.6,,,0,1,7,17,103,,82.9,residential,82.9,,,0
